#video_link,video_name,start_time,end_time,x,y,width,height
U-BHz_UIOfs.mp4,U-BHz_UIOfs_5.mp4,17.52,25.52,365,0,1080,1080
U-BHz_UIOfs.mp4,U-BHz_UIOfs_6.mp4,26.52,35.0,345,0,1080,1080
U-BHz_UIOfs.mp4,U-BHz_UIOfs_8.mp4,38.36,41.88,330,0,1080,1080
YOHpH4ZExWQ.mp4,YOHpH4ZExWQ_11.mp4,73.11,83.63,330,0,1080,1080
dKmHLAKQ5PI.mp4,dKmHLAKQ5PI_14.mp4,106.76,109.76,372,0,1080,1080
dKmHLAKQ5PI.mp4,dKmHLAKQ5PI_44.mp4,355.34,361.0,350,0,1080,1080
dKmHLAKQ5PI.mp4,dKmHLAKQ5PI_46.mp4,367.4,386.06,351,0,1080,1080
dKmHLAKQ5PI.mp4,dKmHLAKQ5PI_53.mp4,442.94,445.94,366,0,1080,1080
dZtnOnqcDN4.mp4,dZtnOnqcDN4_14.mp4,315.9,339.0,311,0,1080,1080
dZtnOnqcDN4.mp4,dZtnOnqcDN4_18.mp4,377.77,381.2,281,0,1080,1080
dZtnOnqcDN4.mp4,dZtnOnqcDN4_20.mp4,402.87,414.43,314,0,1080,1080
dZtnOnqcDN4.mp4,dZtnOnqcDN4_28.mp4,542.03,556.53,296,0,1080,1080
dZtnOnqcDN4.mp4,dZtnOnqcDN4_8.mp4,178.8,197.93,348,0,1080,1080
dr1-fPkTxZM.mp4,dr1-fPkTxZM_10.mp4,77.83,87.0,325,0,1080,1080
dr1-fPkTxZM.mp4,dr1-fPkTxZM_12.mp4,97.31,100.81,292,0,1080,1080
dr1-fPkTxZM.mp4,dr1-fPkTxZM_19.mp4,137.8,141.56,248,0,1080,1080
dr1-fPkTxZM.mp4,dr1-fPkTxZM_5.mp4,22.4,38.04,334,0,1080,1080
dr1-fPkTxZM.mp4,dr1-fPkTxZM_7.mp4,45.13,61.81,307,0,1080,1080
fAIJAezZg1A.mp4,fAIJAezZg1A_12.mp4,124.96,143.27,426,0,1080,1080
fAIJAezZg1A.mp4,fAIJAezZg1A_15.mp4,173.8,182.64,403,0,1080,1080
fAIJAezZg1A.mp4,fAIJAezZg1A_17.mp4,186.6,201.62,462,0,1080,1080
fAIJAezZg1A.mp4,fAIJAezZg1A_23.mp4,275.78,292.92,451,0,1080,1080
fAIJAezZg1A.mp4,fAIJAezZg1A_8.mp4,70.65,73.65,415,0,1080,1080
fAJ18o5mw70.mp4,fAJ18o5mw70_14.mp4,169.67,173.21,385,0,1080,1080
ozMCb0wOnMU.mp4,ozMCb0wOnMU_1.mp4,9.47,15.18,357,0,1080,1080
ozMCb0wOnMU.mp4,ozMCb0wOnMU_25.mp4,269.89,276.07,382,0,1080,1080
pmvJQ_JChiw.mp4,pmvJQ_JChiw_10.mp4,165.04,186.83,358,0,1080,1080
pmvJQ_JChiw.mp4,pmvJQ_JChiw_15.mp4,227.08,246.67,341,0,1080,1080
pmvJQ_JChiw.mp4,pmvJQ_JChiw_17.mp4,261.83,269.62,325,0,1080,1080
pmvJQ_JChiw.mp4,pmvJQ_JChiw_19.mp4,287.29,304.08,300,0,1080,1080
pmvJQ_JChiw.mp4,pmvJQ_JChiw_5.mp4,75.33,98.38,415,0,1080,1080
rcBu29r6nJM.mp4,rcBu29r6nJM_11.mp4,94.38,101.58,375,0,1080,1080
rcBu29r6nJM.mp4,rcBu29r6nJM_3.mp4,26.62,39.58,359,0,1080,1080
rcBu29r6nJM.mp4,rcBu29r6nJM_5.mp4,49.46,57.5,372,0,1080,1080
rcBu29r6nJM.mp4,rcBu29r6nJM_7.mp4,61.79,67.38,370,0,1080,1080
rcBu29r6nJM.mp4,rcBu29r6nJM_9.mp4,73.33,79.5,381,0,1080,1080
uEOK3fk45Rg.mp4,uEOK3fk45Rg_12.mp4,268.38,287.54,330,0,1080,1080
uEOK3fk45Rg.mp4,uEOK3fk45Rg_14.mp4,298.21,321.71,342,0,1080,1080
uEOK3fk45Rg.mp4,uEOK3fk45Rg_22.mp4,466.83,479.62,365,0,1080,1080
uEOK3fk45Rg.mp4,uEOK3fk45Rg_3.mp4,47.12,100.92,364,0,1080,1080
uEOK3fk45Rg.mp4,uEOK3fk45Rg_5.mp4,137.42,164.62,368,0,1080,1080
uoQYtNbSXAM.mp4,uoQYtNbSXAM_15.mp4,230.4,234.96,328,0,1080,1080
uoQYtNbSXAM.mp4,uoQYtNbSXAM_17.mp4,249.88,257.92,366,0,1080,1080
uoQYtNbSXAM.mp4,uoQYtNbSXAM_4.mp4,78.16,81.16,329,0,1080,1080
uoQYtNbSXAM.mp4,uoQYtNbSXAM_7.mp4,150.52,155.6,379,0,1080,1080
uoQYtNbSXAM.mp4,uoQYtNbSXAM_9.mp4,167.92,177.96,336,0,1080,1080
wBRqxBvBWQE.mp4,wBRqxBvBWQE_11.mp4,35.0,41.54,385,0,1080,1080
wBRqxBvBWQE.mp4,wBRqxBvBWQE_14.mp4,103.21,112.54,352,0,1080,1080
wBRqxBvBWQE.mp4,wBRqxBvBWQE_22.mp4,182.83,196.62,307,0,1080,1080
wBRqxBvBWQE.mp4,wBRqxBvBWQE_25.mp4,225.17,228.21,319,0,1080,1080
wBRqxBvBWQE.mp4,wBRqxBvBWQE_37.mp4,341.12,356.29,332,0,1080,1080
wMMmvb2OlIQ.mp4,wMMmvb2OlIQ_19.mp4,310.12,320.0,282,0,1080,1080
x672EKnKLtA.mp4,x672EKnKLtA_2.mp4,10.01,23.27,311,0,1080,1080
x672EKnKLtA.mp4,x672EKnKLtA_23.mp4,169.42,172.42,320,0,1080,1080
-BR9P4E7liU.mp4,-BR9P4E7liU_0.mp4,112.32,123.36,426,0,1080,1080
-BR9P4E7liU.mp4,-BR9P4E7liU_1.mp4,305.76,317.0,338,0,1080,1080
-Hmn5Gmn2dw.mp4,-Hmn5Gmn2dw_0.mp4,280.21,289.46,306,0,1080,1080
0BF2Np5J6jY.mp4,0BF2Np5J6jY_0.mp4,171.28,178.92,371,0,1080,1080
0BF2Np5J6jY.mp4,0BF2Np5J6jY_1.mp4,297.04,316.68,348,0,1080,1080
0BF2Np5J6jY.mp4,0BF2Np5J6jY_2.mp4,453.4,463.24,321,0,1080,1080
0BF2Np5J6jY.mp4,0BF2Np5J6jY_3.mp4,585.56,599.68,373,0,1080,1080
40TumEHQk8A.mp4,40TumEHQk8A_0.mp4,103.02,106.69,350,0,1080,1080
4SCrXqbhmCY.mp4,4SCrXqbhmCY_0.mp4,2.34,5.25,363,0,1080,1080
4SCrXqbhmCY.mp4,4SCrXqbhmCY_1.mp4,38.29,43.29,350,0,1080,1080
4SCrXqbhmCY.mp4,4SCrXqbhmCY_2.mp4,58.73,61.73,402,0,1080,1080
4SCrXqbhmCY.mp4,4SCrXqbhmCY_3.mp4,88.96,95.22,387,0,1080,1080
4SCrXqbhmCY.mp4,4SCrXqbhmCY_4.mp4,110.03,121.08,381,0,1080,1080
4SCrXqbhmCY.mp4,4SCrXqbhmCY_5.mp4,185.85,196.49,364,0,1080,1080
4SCrXqbhmCY.mp4,4SCrXqbhmCY_6.mp4,232.48,240.62,382,0,1080,1080
4SCrXqbhmCY.mp4,4SCrXqbhmCY_7.mp4,308.64,312.27,361,0,1080,1080
4SCrXqbhmCY.mp4,4SCrXqbhmCY_8.mp4,332.62,335.63,384,0,1080,1080
4c_xYLwOx-g.mp4,4c_xYLwOx-g_0.mp4,197.74,202.95,323,0,1080,1080
5FCPLlF6P4g.mp4,5FCPLlF6P4g_0.mp4,106.28,114.88,341,0,1080,1080
5FCPLlF6P4g.mp4,5FCPLlF6P4g_1.mp4,202.2,221.64,330,0,1080,1080
5FCPLlF6P4g.mp4,5FCPLlF6P4g_2.mp4,305.4,316.16,303,0,1080,1080
5FCPLlF6P4g.mp4,5FCPLlF6P4g_3.mp4,412.48,425.36,345,0,1080,1080
6UiU99_tE7I.mp4,6UiU99_tE7I_0.mp4,5.92,10.38,290,0,1080,1080
6UiU99_tE7I.mp4,6UiU99_tE7I_1.mp4,48.22,51.34,368,0,1080,1080
6UiU99_tE7I.mp4,6UiU99_tE7I_2.mp4,156.53,160.08,288,0,1080,1080
6UiU99_tE7I.mp4,6UiU99_tE7I_3.mp4,248.5,257.3,379,0,1080,1080
8cF442d-EdQ.mp4,8cF442d-EdQ_0.mp4,390.72,445.36,393,0,1080,1080
Dvhu2OK7ffg.mp4,Dvhu2OK7ffg_0.mp4,113.91,116.99,326,0,1080,1080
Dvhu2OK7ffg.mp4,Dvhu2OK7ffg_1.mp4,291.33,298.38,320,0,1080,1080
FpiWSFcL3-c&t=355s.mp4,FpiWSFcL3-c&t=355s_0.mp4,317.32,319.53,329,0,1080,1080
FpiWSFcL3-c.mp4,FpiWSFcL3-c_0.mp4,434.1,438.94,373,0,1080,1080
MByKyFt7hZI.mp4,MByKyFt7hZI_0.mp4,11.64,16.35,343,0,1080,1080
MByKyFt7hZI.mp4,MByKyFt7hZI_2.mp4,234.57,238.49,380,0,1080,1080
NBMTc71yrpk.mp4,NBMTc71yrpk_0.mp4,54.6,61.56,326,0,1080,1080
NBMTc71yrpk.mp4,NBMTc71yrpk_1.mp4,124.21,131.01,343,0,1080,1080
NBMTc71yrpk.mp4,NBMTc71yrpk_2.mp4,186.1,193.82,318,0,1080,1080
NBMTc71yrpk.mp4,NBMTc71yrpk_3.mp4,231.23,236.44,388,0,1080,1080
NBMTc71yrpk.mp4,NBMTc71yrpk_4.mp4,339.05,343.68,387,0,1080,1080
NBMTc71yrpk.mp4,NBMTc71yrpk_5.mp4,434.85,442.73,250,0,1080,1080
PZr142ka96k.mp4,PZr142ka96k_0.mp4,58.14,60.48,417,0,1080,1080
PZr142ka96k.mp4,PZr142ka96k_1.mp4,191.36,197.03,380,0,1080,1080
R7jm0-R9N_o.mp4,R7jm0-R9N_o_0.mp4,159.49,175.61,146,0,1080,1080
R7jm0-R9N_o.mp4,R7jm0-R9N_o_1.mp4,255.09,281.11,499,0,1080,1080
R7jm0-R9N_o.mp4,R7jm0-R9N_o_2.mp4,368.63,402.04,307,0,1080,1080
R7jm0-R9N_o.mp4,R7jm0-R9N_o_3.mp4,488.29,499.53,234,0,1080,1080
R7jm0-R9N_o.mp4,R7jm0-R9N_o_4.mp4,592.66,610.01,245,0,1080,1080
SfROjZlyg7o.mp4,SfROjZlyg7o_0.mp4,206.4,218.96,252,0,1080,1080
SfROjZlyg7o.mp4,SfROjZlyg7o_1.mp4,382.24,404.16,254,0,1080,1080
TQ2f4sJVXAI.mp4,TQ2f4sJVXAI_0.mp4,82.9,107.13,397,0,1080,1080
U-BHz_UIOfs.mp4,U-BHz_UIOfs_0.mp4,38.36,42.88,330,0,1080,1080
U-BHz_UIOfs.mp4,U-BHz_UIOfs_1.mp4,81.32,95.84,369,0,1080,1080
U-BHz_UIOfs.mp4,U-BHz_UIOfs_10.mp4,617.56,622.36,393,0,1080,1080
U-BHz_UIOfs.mp4,U-BHz_UIOfs_11.mp4,649.88,658.0,394,0,1080,1080
U-BHz_UIOfs.mp4,U-BHz_UIOfs_2.mp4,116.92,120.76,410,0,1080,1080
U-BHz_UIOfs.mp4,U-BHz_UIOfs_3.mp4,278.16,284.44,428,0,1080,1080
U-BHz_UIOfs.mp4,U-BHz_UIOfs_4.mp4,312.52,316.88,309,0,1080,1080
U-BHz_UIOfs.mp4,U-BHz_UIOfs_5.mp4,345.68,351.48,358,0,1080,1080
U-BHz_UIOfs.mp4,U-BHz_UIOfs_6.mp4,372.64,378.88,329,0,1080,1080
U-BHz_UIOfs.mp4,U-BHz_UIOfs_7.mp4,420.64,428.2,417,0,1080,1080
U-BHz_UIOfs.mp4,U-BHz_UIOfs_8.mp4,563.48,567.68,360,0,1080,1080
U-BHz_UIOfs.mp4,U-BHz_UIOfs_9.mp4,590.64,593.92,319,0,1080,1080
VHMYl70ibHQ.mp4,VHMYl70ibHQ_0.mp4,221.5,255.83,344,0,1080,1080
VU44eEKtcmQ.mp4,VU44eEKtcmQ_0.mp4,34.12,39.96,317,0,1080,1080
VU44eEKtcmQ.mp4,VU44eEKtcmQ_1.mp4,110.82,116.62,358,0,1080,1080
VU44eEKtcmQ.mp4,VU44eEKtcmQ_2.mp4,194.69,198.99,303,0,1080,1080
Z3HJCQJ2Lmo.mp4,Z3HJCQJ2Lmo_0.mp4,96.24,99.52,307,0,1080,1080
dKmHLAKQ5PI.mp4,dKmHLAKQ5PI_0.mp4,355.34,362.0,349,0,1080,1080
dZtnOnqcDN4.mp4,dZtnOnqcDN4_0.mp4,48.07,72.67,359,0,1080,1080
dZtnOnqcDN4.mp4,dZtnOnqcDN4_1.mp4,249.83,263.87,337,0,1080,1080
dZtnOnqcDN4.mp4,dZtnOnqcDN4_2.mp4,445.73,472.07,314,0,1080,1080
dZtnOnqcDN4.mp4,dZtnOnqcDN4_3.mp4,581.0,602.23,331,0,1080,1080
eIRtcspIH4U.mp4,eIRtcspIH4U_0.mp4,283.95,359.02,382,0,1080,1080
eIRtcspIH4U.mp4,eIRtcspIH4U_1.mp4,455.66,499.92,360,0,1080,1080
eIRtcspIH4U.mp4,eIRtcspIH4U_2.mp4,617.87,632.92,371,0,1080,1080
fua_rUk0zk0.mp4,fua_rUk0zk0_0.mp4,407.87,431.43,319,0,1080,1080
ixBgCWLVvE8.mp4,ixBgCWLVvE8_0.mp4,158.3,185.13,305,0,1080,1080
ixBgCWLVvE8.mp4,ixBgCWLVvE8_1.mp4,277.03,283.83,298,0,1080,1080
j4QlG5jKpio.mp4,j4QlG5jKpio_0.mp4,151.78,161.33,339,0,1080,1080
j4QlG5jKpio.mp4,j4QlG5jKpio_1.mp4,250.75,271.15,316,0,1080,1080
j4QlG5jKpio.mp4,j4QlG5jKpio_2.mp4,385.13,398.23,307,0,1080,1080
j4QlG5jKpio.mp4,j4QlG5jKpio_3.mp4,512.55,519.14,277,0,1080,1080
lJUrQKY_A5g.mp4,lJUrQKY_A5g_0.mp4,276.21,290.96,417,0,1080,1080
lJUrQKY_A5g.mp4,lJUrQKY_A5g_1.mp4,501.58,523.04,394,0,1080,1080
p8ReF00JP5w.mp4,p8ReF00JP5w_0.mp4,130.42,138.58,383,0,1080,1080
p8ReF00JP5w.mp4,p8ReF00JP5w_1.mp4,309.58,319.71,252,0,1080,1080
pxeJxyCiOJo.mp4,pxeJxyCiOJo_0.mp4,168.32,188.92,217,0,1080,1080
rVNb53lkBuc.mp4,rVNb53lkBuc_0.mp4,77.87,88.53,360,0,1080,1080
rVNb53lkBuc.mp4,rVNb53lkBuc_1.mp4,175.5,180.6,361,0,1080,1080
rVNb53lkBuc.mp4,rVNb53lkBuc_2.mp4,245.77,255.33,351,0,1080,1080
rVNb53lkBuc.mp4,rVNb53lkBuc_3.mp4,304.9,309.93,387,0,1080,1080
rVNb53lkBuc.mp4,rVNb53lkBuc_4.mp4,347.83,353.97,384,0,1080,1080
rVNb53lkBuc.mp4,rVNb53lkBuc_5.mp4,424.93,431.9,353,0,1080,1080
rVNb53lkBuc.mp4,rVNb53lkBuc_6.mp4,533.77,556.37,337,0,1080,1080
rVNb53lkBuc.mp4,rVNb53lkBuc_7.mp4,700.33,705.5,370,0,1080,1080
rXxUCeRVma4.mp4,rXxUCeRVma4_0.mp4,171.88,178.89,377,0,1080,1080
s0H1jxF5TWQ.mp4,s0H1jxF5TWQ_0.mp4,115.7,118.45,296,0,1080,1080
uEOK3fk45Rg.mp4,uEOK3fk45Rg_0.mp4,148.75,165.62,307,0,1080,1080
uEOK3fk45Rg.mp4,uEOK3fk45Rg_1.mp4,336.17,351.17,337,0,1080,1080
uEOK3fk45Rg.mp4,uEOK3fk45Rg_2.mp4,466.83,480.62,365,0,1080,1080
uEOK3fk45Rg.mp4,uEOK3fk45Rg_3.mp4,591.71,600.25,376,0,1080,1080
v6mknkg7MEc.mp4,v6mknkg7MEc_0.mp4,206.08,216.0,269,0,1080,1080
v6mknkg7MEc.mp4,v6mknkg7MEc_1.mp4,369.88,392.12,341,0,1080,1080
v6mknkg7MEc.mp4,v6mknkg7MEc_2.mp4,570.96,580.24,327,0,1080,1080
whZmwSUMSVY.mp4,whZmwSUMSVY_0.mp4,123.83,137.47,290,0,1080,1080
whZmwSUMSVY.mp4,whZmwSUMSVY_1.mp4,318.61,329.5,283,0,1080,1080
whZmwSUMSVY.mp4,whZmwSUMSVY_2.mp4,494.58,530.15,296,0,1080,1080
x1Efv_wF5LE.mp4,x1Efv_wF5LE_0.mp4,335.83,341.73,385,0,1080,1080
x672EKnKLtA.mp4,x672EKnKLtA_0.mp4,55.39,61.9,358,0,1080,1080

